method,table,old_result,port_result,status,notes
createStandardRecipes,vanilla,blockOreStorage2/1,lotr:elf_steel_block,present,
createStandardRecipes,vanilla,planks2/3,lotr:fir_planks,present,
createStandardRecipes,vanilla,stairsFir,lotr:fir_stairs,present,
createStandardRecipes,vanilla,planks2/4,lotr:pine_planks,present,
createStandardRecipes,vanilla,stairsPine,lotr:pine_stairs,present,
createStandardRecipes,vanilla,helmetBone,lotr:bone_helmet,present,
createStandardRecipes,vanilla,bodyBone,lotr:bone_chestplate,present,
createStandardRecipes,vanilla,legsBone,lotr:bone_leggings,present,
createStandardRecipes,vanilla,bootsBone,lotr:bone_boots,present,
createStandardRecipes,vanilla,unsmeltery,lotr:unsmeltery,present,
createStandardRecipes,vanilla,throwingAxeBronze,lotr:bronze_throwing_axe,present,
createStandardRecipes,vanilla,throwingAxeIron,lotr:iron_throwing_axe,present,
createStandardRecipes,vanilla,bronzeBars,lotr:bronze_bars,present,
createStandardRecipes,vanilla,goldBars,lotr:gold_bars,present,
createStandardRecipes,vanilla,silverBars,lotr:silver_bars,present,
createStandardRecipes,vanilla,mithrilBars,lotr:mithril_bars,present,
createStandardRecipes,vanilla,planksRotten/0,lotr:rotten_planks,present,
createStandardRecipes,vanilla,stairsRotten,lotr:rotten_stairs,present,
createStandardRecipes,vanilla,fenceRotten/0,lotr:rotten_fence,present,
createStandardRecipes,vanilla,scorchedSlabSingle/0,lotr:scorched_stone_slab,present,
createStandardRecipes,vanilla,stairsScorchedStone,lotr:scorched_stone_stairs,present,
createStandardRecipes,vanilla,scorchedWall,lotr:scorched_stone_wall,present,
createStandardRecipes,vanilla,planks2/5,lotr:lemon_planks,present,
createStandardRecipes,vanilla,stairsLemon,lotr:lemon_stairs,present,
createStandardRecipes,vanilla,lemonCakeItem,lotr:lemon_cake,present,
createStandardRecipes,vanilla,planks2/6,lotr:orange_planks,present,
createStandardRecipes,vanilla,stairsOrange,lotr:orange_stairs,present,
createStandardRecipes,?,,,manual,"helper: LOTRVesselRecipes.addRecipes(new ItemStack(LOTRMod.mugOrangeJuice), new Object[]{LOTRMod.o"
createStandardRecipes,?,,,manual,"helper: LOTRVesselRecipes.addRecipes(new ItemStack(LOTRMod.mugLemonade), LOTRMod.mugWater, new Obj"
createStandardRecipes,vanilla,alloyForge,lotr:alloy_forge,present,
createStandardRecipes,vanilla,planks2/7,lotr:lime_planks,present,
createStandardRecipes,vanilla,stairsLime,lotr:lime_stairs,present,
createStandardRecipes,vanilla,compass,minecraft:compass,excluded,vanilla recipe rule
createStandardRecipes,vanilla,clock,minecraft:clock,excluded,vanilla recipe rule
createStandardRecipes,vanilla,obsidianShard,lotr:obsidian_shard,present,
createStandardRecipes,vanilla,obsidian,minecraft:obsidian,present,
createStandardRecipes,vanilla,mossy_cobblestone/0,minecraft:mossy_cobblestone,excluded,vanilla recipe rule
createStandardRecipes,vanilla,stonebrick/1,minecraft:stonebrick,excluded,vanilla recipe rule
createStandardRecipes,vanilla,planks2/8,lotr:mahogany_planks,present,
createStandardRecipes,vanilla,stairsMahogany,lotr:mahogany_stairs,present,
createStandardRecipes,vanilla,,,manual,no result: GameRegistry.addRecipe(new LOTRRecipesBanners())
createStandardRecipes,vanilla,redSandstone/0,,excluded,vanilla
createStandardRecipes,vanilla,slabSingle7/5,,excluded,vanilla
createStandardRecipes,vanilla,stairsRedSandstone,,excluded,vanilla
createStandardRecipes,vanilla,thatch/1,lotr:thatch_reed,present,
createStandardRecipes,vanilla,slabSingleThatch/1,lotr:thatch_reed_slab,present,
createStandardRecipes,vanilla,stairsReed,lotr:thatch_reed_stairs,present,
createStandardRecipes,vanilla,pikeIron,lotr:iron_pike,present,
createStandardRecipes,vanilla,woodBeamV1/0,lotr:oak_beam,present,
createStandardRecipes,vanilla,woodBeamV1/1,lotr:spruce_beam,present,
createStandardRecipes,vanilla,woodBeamV1/2,lotr:birch_beam,present,
createStandardRecipes,vanilla,woodBeamV1/3,lotr:jungle_beam,present,
createStandardRecipes,vanilla,reedBars,lotr:reed_bars,present,
createStandardRecipes,vanilla,woodBeamV2/0,lotr:acacia_beam,present,
createStandardRecipes,vanilla,woodBeamV2/1,lotr:dark_oak_beam,present,
createStandardRecipes,vanilla,woodBeam1/0,lotr:shire_pine_beam,present,
createStandardRecipes,vanilla,woodBeam1/2,lotr:mirk_oak_beam,present,
createStandardRecipes,vanilla,woodBeam1/3,lotr:charred_beam,present,
createStandardRecipes,vanilla,paper,minecraft:paper,present,
createStandardRecipes,vanilla,paper,minecraft:paper,present,
createStandardRecipes,vanilla,weaponRack,lotr:weapon_rack,present,
createStandardRecipes,vanilla,wasteBlock,lotr:waste_block,present,
createStandardRecipes,vanilla,dirtPath/0,,excluded,vanilla
createStandardRecipes,vanilla,planks2/9,lotr:willow_planks,present,
createStandardRecipes,vanilla,stairsWillow,lotr:willow_stairs,present,
createStandardRecipes,vanilla,woodBeam2/0,lotr:lebethron_beam,present,
createStandardRecipes,vanilla,woodBeam2/1,lotr:beech_beam,present,
createStandardRecipes,vanilla,woodBeam2/2,lotr:holly_beam,present,
createStandardRecipes,vanilla,woodBeam2/3,lotr:banana_beam,present,
createStandardRecipes,vanilla,woodBeamFruit/0,lotr:apple_beam,present,
createStandardRecipes,vanilla,woodBeamFruit/1,lotr:pear_beam,present,
createStandardRecipes,vanilla,woodBeamFruit/2,lotr:cherry_beam,present,
createStandardRecipes,vanilla,woodBeamFruit/3,lotr:mango_beam,present,
createStandardRecipes,vanilla,woodBeam3/0,lotr:maple_beam,present,
createStandardRecipes,vanilla,woodBeam3/1,lotr:larch_beam,present,
createStandardRecipes,vanilla,woodBeam3/2,lotr:date_palm_beam,present,
createStandardRecipes,vanilla,woodBeam3/3,lotr:mangrove_beam,present,
createStandardRecipes,vanilla,woodBeam4/0,lotr:chestnut_beam,present,
createStandardRecipes,vanilla,woodBeam4/1,lotr:baobab_beam,present,
createStandardRecipes,vanilla,woodBeam4/2,lotr:cedar_beam,present,
createStandardRecipes,vanilla,woodBeam4/3,lotr:fir_beam,present,
createStandardRecipes,vanilla,woodBeam5/0,lotr:pine_beam,present,
createStandardRecipes,vanilla,woodBeam5/1,lotr:lemon_beam,present,
createStandardRecipes,vanilla,woodBeam5/2,lotr:orange_beam,present,
createStandardRecipes,vanilla,woodBeam5/3,lotr:lime_beam,present,
createStandardRecipes,vanilla,woodBeam6/0,lotr:mahogany_beam,present,
createStandardRecipes,vanilla,woodBeam6/1,lotr:willow_beam,present,
createStandardRecipes,vanilla,woodBeam6/2,lotr:cypress_beam,present,
createStandardRecipes,vanilla,woodBeam6/3,lotr:olive_beam,present,
createStandardRecipes,vanilla,woodBeamRotten/0,lotr:rotten_beam,present,
createStandardRecipes,vanilla,brick4/15,lotr:chalk_brick,present,
createStandardRecipes,vanilla,stairsChalkBrick,lotr:chalk_brick_stairs,present,
createStandardRecipes,vanilla,wall3/6,lotr:chalk_wall,present,
createStandardRecipes,vanilla,wall3/7,lotr:chalk_brick_wall,present,
createStandardRecipes,vanilla,slabSingle11/7,lotr:chalk_slab,present,
createStandardRecipes,vanilla,smoothStone/5,lotr:smooth_chalk,present,
createStandardRecipes,vanilla,slabSingle8/7,lotr:smooth_chalk_slab,present,
createStandardRecipes,vanilla,slabSingle9/0,lotr:chalk_brick_slab,present,
createStandardRecipes,vanilla,pillar2/1,lotr:chalk_pillar,present,
createStandardRecipes,vanilla,slabSingle9/1,lotr:chalk_pillar_slab,present,
createStandardRecipes,vanilla,pressurePlateChalk,lotr:chalk_pressure_plate,present,
createStandardRecipes,vanilla,buttonChalk,lotr:chalk_button,present,
createStandardRecipes,vanilla,wallStoneV/0,lotr:stone_wall,present,
createStandardRecipes,vanilla,wallStoneV/1,,excluded,vanilla
createStandardRecipes,vanilla,wallStoneV/2,,excluded,vanilla
createStandardRecipes,vanilla,wallStoneV/3,lotr:cracked_stone_brick_wall,present,
createStandardRecipes,vanilla,wallStoneV/4,,excluded,vanilla
createStandardRecipes,vanilla,wallStoneV/5,,excluded,vanilla
createStandardRecipes,vanilla,wallStoneV/6,,excluded,vanilla
createStandardRecipes,vanilla,stairsStoneBrickMossy,,excluded,vanilla
createStandardRecipes,vanilla,stairsStoneBrickCracked,lotr:cracked_stone_brick_stairs,present,
createStandardRecipes,vanilla,slabSingleV/0,,excluded,vanilla
createStandardRecipes,vanilla,slabSingleV/1,lotr:cracked_stone_brick_slab,present,
createStandardRecipes,vanilla,stairsStone,,excluded,vanilla
createStandardRecipes,vanilla,stairsBlueRock,lotr:blue_rock_stairs,present,
createStandardRecipes,vanilla,stairsRedRock,lotr:red_rock_stairs,present,
createStandardRecipes,vanilla,stairsChalk,lotr:chalk_stairs,present,
createStandardRecipes,vanilla,dye/3,lotr:clover_green,present,
createStandardRecipes,vanilla,clayTile/0,lotr:clay_tile,present,
createStandardRecipes,vanilla,clayTileDyed/0,lotr:clay_tile_dyed_white,present,
createStandardRecipes,vanilla,clayTileDyed/1,lotr:clay_tile_dyed_orange,present,
createStandardRecipes,vanilla,clayTileDyed/2,lotr:clay_tile_dyed_magenta,present,
createStandardRecipes,vanilla,clayTileDyed/3,lotr:clay_tile_dyed_light_blue,present,
createStandardRecipes,vanilla,clayTileDyed/4,lotr:clay_tile_dyed_yellow,present,
createStandardRecipes,vanilla,clayTileDyed/5,lotr:clay_tile_dyed_lime,present,
createStandardRecipes,vanilla,clayTileDyed/6,lotr:clay_tile_dyed_pink,present,
createStandardRecipes,vanilla,clayTileDyed/7,lotr:clay_tile_dyed_gray,present,
createStandardRecipes,vanilla,clayTileDyed/8,lotr:clay_tile_dyed_silver,present,
createStandardRecipes,vanilla,clayTileDyed/9,lotr:clay_tile_dyed_cyan,present,
createStandardRecipes,vanilla,clayTileDyed/10,lotr:clay_tile_dyed_purple,present,
createStandardRecipes,vanilla,clayTileDyed/11,lotr:clay_tile_dyed_blue,present,
createStandardRecipes,vanilla,clayTileDyed/12,lotr:clay_tile_dyed_brown,present,
createStandardRecipes,vanilla,clayTileDyed/13,lotr:clay_tile_dyed_green,present,
createStandardRecipes,vanilla,clayTileDyed/14,lotr:clay_tile_dyed_red,present,
createStandardRecipes,vanilla,clayTileDyed/15,lotr:clay_tile_dyed_black,present,
createStandardRecipes,vanilla,clayTileDyed/0,lotr:clay_tile_dyed_white,present,
createStandardRecipes,vanilla,clayTileDyed/1,lotr:clay_tile_dyed_orange,present,
createStandardRecipes,vanilla,clayTileDyed/2,lotr:clay_tile_dyed_magenta,present,
createStandardRecipes,vanilla,clayTileDyed/3,lotr:clay_tile_dyed_light_blue,present,
createStandardRecipes,vanilla,clayTileDyed/4,lotr:clay_tile_dyed_yellow,present,
createStandardRecipes,vanilla,clayTileDyed/5,lotr:clay_tile_dyed_lime,present,
createStandardRecipes,vanilla,clayTileDyed/6,lotr:clay_tile_dyed_pink,present,
createStandardRecipes,vanilla,clayTileDyed/7,lotr:clay_tile_dyed_gray,present,
createStandardRecipes,vanilla,clayTileDyed/8,lotr:clay_tile_dyed_silver,present,
createStandardRecipes,vanilla,clayTileDyed/9,lotr:clay_tile_dyed_cyan,present,
createStandardRecipes,vanilla,clayTileDyed/10,lotr:clay_tile_dyed_purple,present,
createStandardRecipes,vanilla,clayTileDyed/11,lotr:clay_tile_dyed_blue,present,
createStandardRecipes,vanilla,clayTileDyed/12,lotr:clay_tile_dyed_brown,present,
createStandardRecipes,vanilla,clayTileDyed/13,lotr:clay_tile_dyed_green,present,
createStandardRecipes,vanilla,clayTileDyed/14,lotr:clay_tile_dyed_red,present,
createStandardRecipes,vanilla,clayTileDyed/15,lotr:clay_tile_dyed_black,present,
createStandardRecipes,vanilla,slabClayTileSingle/0,lotr:clay_tile_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle/0,lotr:clay_tile_dyed_white_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle/1,lotr:clay_tile_dyed_orange_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle/2,lotr:clay_tile_dyed_magenta_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle/3,lotr:clay_tile_dyed_light_blue_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle/4,lotr:clay_tile_dyed_yellow_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle/5,lotr:clay_tile_dyed_lime_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle/6,lotr:clay_tile_dyed_pink_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle/7,lotr:clay_tile_dyed_gray_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle2/0,lotr:clay_tile_dyed_silver_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle2/1,lotr:clay_tile_dyed_cyan_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle2/2,lotr:clay_tile_dyed_purple_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle2/3,lotr:clay_tile_dyed_blue_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle2/4,lotr:clay_tile_dyed_brown_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle2/5,lotr:clay_tile_dyed_green_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle2/6,lotr:clay_tile_dyed_red_slab,present,
createStandardRecipes,vanilla,slabClayTileDyedSingle2/7,lotr:clay_tile_dyed_black_slab,present,
createStandardRecipes,vanilla,stairsClayTile,lotr:clay_tile_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedWhite,lotr:clay_tile_dyed_white_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedOrange,lotr:clay_tile_dyed_orange_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedMagenta,lotr:clay_tile_dyed_magenta_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedLightBlue,lotr:clay_tile_dyed_light_blue_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedYellow,lotr:clay_tile_dyed_yellow_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedLime,lotr:clay_tile_dyed_lime_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedPink,lotr:clay_tile_dyed_pink_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedGray,lotr:clay_tile_dyed_gray_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedLightGray,lotr:clay_tile_dyed_silver_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedCyan,lotr:clay_tile_dyed_cyan_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedPurple,lotr:clay_tile_dyed_purple_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedBlue,lotr:clay_tile_dyed_blue_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedBrown,lotr:clay_tile_dyed_brown_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedGreen,lotr:clay_tile_dyed_green_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedRed,lotr:clay_tile_dyed_red_stairs,present,
createStandardRecipes,vanilla,stairsClayTileDyedBlack,lotr:clay_tile_dyed_black_stairs,present,
createStandardRecipes,vanilla,pillar2/2,lotr:stone_pillar,present,
createStandardRecipes,vanilla,slabSingle9/2,lotr:stone_pillar_slab,present,
createStandardRecipes,vanilla,dye/4,lotr:charcoal_dust,present,
createStandardRecipes,vanilla,dye/5,lotr:brown_dye,present,
createStandardRecipes,vanilla,dye/5,lotr:brown_dye,present,
createStandardRecipes,vanilla,dye/1,lotr:white_dye,present,
createStandardRecipes,vanilla,dye/12,minecraft:light_blue_dye,present,
createStandardRecipes,vanilla,dye/10,minecraft:lime_dye,present,
createStandardRecipes,vanilla,dye/5,lotr:brown_dye,present,
createStandardRecipes,vanilla,dye/0,lotr:yellow_dye,present,
createStandardRecipes,vanilla,dye/0,lotr:yellow_dye,present,
createStandardRecipes,vanilla,dye/14,minecraft:orange_dye,present,
createStandardRecipes,vanilla,dye/7,minecraft:light_gray_dye,present,
createStandardRecipes,vanilla,pillar2/3,lotr:brick_pillar,present,
createStandardRecipes,vanilla,slabSingle9/3,lotr:brick_pillar_slab,present,
createStandardRecipes,vanilla,gateGear,lotr:gate_gears,present,
createStandardRecipes,vanilla,gateWooden,lotr:wooden_gate,present,
createStandardRecipes,vanilla,gateIronBars,lotr:gate_iron_bars,present,
createStandardRecipes,vanilla,gateBronzeBars,lotr:gate_bronze_bars,present,
createStandardRecipes,vanilla,gateWoodenCross,lotr:gate_wooden_cross,present,
createStandardRecipes,vanilla,saddle,minecraft:saddle,present,
createStandardRecipes,vanilla,furBedItem,lotr:fur_bed,present,
createStandardRecipes,vanilla,slabUtumnoSingle/0,lotr:fire_utumno_brick_slab,present,
createStandardRecipes,vanilla,slabUtumnoSingle/1,lotr:ice_utumno_brick_slab,present,
createStandardRecipes,vanilla,slabUtumnoSingle/2,lotr:obsidian_utumno_brick_slab,present,
createStandardRecipes,vanilla,slabUtumnoSingle/3,lotr:fire_utumno_pillar_slab,present,
createStandardRecipes,vanilla,slabUtumnoSingle/4,lotr:ice_utumno_pillar_slab,present,
createStandardRecipes,vanilla,slabUtumnoSingle/5,lotr:obsidian_utumno_pillar_slab,present,
createStandardRecipes,vanilla,stairsUtumnoBrickFire,lotr:fire_utumno_brick_stairs,present,
createStandardRecipes,vanilla,stairsUtumnoBrickIce,lotr:ice_utumno_brick_stairs,present,
createStandardRecipes,vanilla,stairsUtumnoBrickObsidian,lotr:obsidian_utumno_brick_stairs,present,
createStandardRecipes,vanilla,wallUtumno/0,lotr:fire_utumno_brick_wall,present,
createStandardRecipes,vanilla,wallUtumno/1,lotr:ice_utumno_brick_wall,present,
createStandardRecipes,vanilla,wallUtumno/2,lotr:obsidian_utumno_brick_wall,present,
createStandardRecipes,vanilla,halberdMithril,lotr:mithril_halberd,present,
createStandardRecipes,vanilla,gateSilver,lotr:silver_gate,present,
createStandardRecipes,vanilla,gateGold,lotr:gold_gate,present,
createStandardRecipes,vanilla,gateMithril,lotr:mithril_gate,present,
createStandardRecipes,vanilla,brick5/0,lotr:mud_brick,present,
createStandardRecipes,vanilla,stairsMudBrick,lotr:mud_brick_stairs,present,
createStandardRecipes,vanilla,wall3/8,lotr:mud_brick_wall,present,
createStandardRecipes,vanilla,slabSingle9/5,lotr:mud_brick_slab,present,
createStandardRecipes,vanilla,leekSoup,lotr:leek_soup,present,
createStandardRecipes,vanilla,,,manual,no result: GameRegistry.addRecipe(new LOTRRecipesPoisonDrinks())
createStandardRecipes,vanilla,planks2/10,lotr:cypress_planks,present,
createStandardRecipes,vanilla,stairsCypress,lotr:cypress_stairs,present,
createStandardRecipes,vanilla,planks2/11,lotr:olive_planks,present,
createStandardRecipes,vanilla,stairsOlive,lotr:olive_stairs,present,
createStandardRecipes,?,,,manual,"helper: LOTRVesselRecipes.addRecipes(new ItemStack(LOTRMod.mugAppleJuice), new Object[]{""apple"", """
createStandardRecipes,vanilla,redBrick/0,lotr:red_brick_mossy,present,
createStandardRecipes,vanilla,slabSingleV/2,lotr:red_brick_mossy_slab,present,
createStandardRecipes,vanilla,slabSingleV/3,lotr:red_brick_cracked_slab,present,
createStandardRecipes,vanilla,stairsBrickMossy,lotr:red_brick_mossy_stairs,present,
createStandardRecipes,vanilla,stairsBrickCracked,lotr:red_brick_cracked_stairs,present,
createStandardRecipes,vanilla,wallStoneV/7,lotr:red_brick_mossy_wall,present,
createStandardRecipes,vanilla,wallStoneV/8,lotr:red_brick_cracked_wall,present,
createStandardRecipes,vanilla,dirt/1,minecraft:dirt,present,
createStandardRecipes,vanilla,oliveBread,lotr:olive_bread,present,
createStandardRecipes,vanilla,rollingPin,lotr:rolling_pin,present,
createStandardRecipes,vanilla,seedsGrapeRed,lotr:red_grape_seeds,present,
createStandardRecipes,vanilla,seedsGrapeWhite,lotr:green_grape_seeds,present,
createStandardRecipes,?,,,manual,"helper: LOTRVesselRecipes.addRecipes(new ItemStack(LOTRMod.mugRedGrapeJuice), new Object[]{LOTRMod"
createStandardRecipes,?,,,manual,"helper: LOTRVesselRecipes.addRecipes(new ItemStack(LOTRMod.mugWhiteGrapeJuice), new Object[]{LOTRM"
createStandardRecipes,vanilla,grapevine,lotr:grapevine,present,
createStandardRecipes,vanilla,melonSoup,lotr:melon_soup,present,
createStandardRecipes,vanilla,planks2/12,lotr:aspen_planks,present,
createStandardRecipes,vanilla,stairsAspen,lotr:aspen_stairs,present,
createStandardRecipes,vanilla,woodBeam7/0,lotr:aspen_beam,present,
createStandardRecipes,vanilla,woodBeam7/1,lotr:green_oak_beam,present,
createStandardRecipes,vanilla,woodBeam7/2,lotr:lairelosse_beam,present,
createStandardRecipes,vanilla,woodBeam7/3,lotr:almond_beam,present,
createStandardRecipes,vanilla,planks2/13,lotr:green_oak_planks,present,
createStandardRecipes,vanilla,stairsGreenOak,lotr:green_oak_stairs,present,
createStandardRecipes,vanilla,planks2/14,lotr:lairelosse_planks,present,
createStandardRecipes,vanilla,stairsLairelosse,lotr:lairelosse_stairs,present,
createStandardRecipes,vanilla,planks2/15,lotr:almond_planks,present,
createStandardRecipes,vanilla,stairsAlmond,lotr:almond_stairs,present,
createStandardRecipes,vanilla,bottlePoison,lotr:bottle_of_poison,present,
createStandardRecipes,vanilla,slabSingleDirt/0,lotr:dirt_slab,present,
createStandardRecipes,vanilla,slabSingleDirt/1,lotr:dirt_path_slab,present,
createStandardRecipes,vanilla,slabSingleDirt/2,lotr:mud_slab,present,
createStandardRecipes,vanilla,slabSingleDirt/3,lotr:mordor_dirt_slab,present,
createStandardRecipes,vanilla,slabSingleSand/0,lotr:sand_slab,present,
createStandardRecipes,vanilla,slabSingleSand/1,lotr:red_sand_slab,present,
createStandardRecipes,vanilla,slabSingleGravel/0,lotr:gravel_slab,present,
createStandardRecipes,vanilla,slabSingleGravel/1,lotr:mordor_gravel_slab,present,
createStandardRecipes,vanilla,slabSingleGravel/2,lotr:obsidian_gravel_slab,present,
createStandardRecipes,vanilla,blackrootStick,lotr:blackroot_stick,present,
createStandardRecipes,vanilla,planks3/0,lotr:plum_planks,present,
createStandardRecipes,vanilla,stairsPlum,lotr:plum_stairs,present,
createStandardRecipes,vanilla,fence3/0,lotr:plum_fence,present,
createStandardRecipes,vanilla,fence3/1,lotr:redwood_fence,present,
createStandardRecipes,vanilla,fence3/2,lotr:pomegranate_fence,present,
createStandardRecipes,vanilla,fence3/3,lotr:palm_fence,present,
createStandardRecipes,vanilla,fence3/4,lotr:dragon_fence,present,
createStandardRecipes,vanilla,fence3/5,lotr:kanuka_fence,present,
createStandardRecipes,vanilla,woodBeam8/0,lotr:plum_beam,present,
createStandardRecipes,vanilla,woodBeam8/1,lotr:redwood_beam,present,
createStandardRecipes,vanilla,woodBeam8/2,lotr:pomegranate_beam,present,
createStandardRecipes,vanilla,woodBeam8/3,lotr:palm_beam,present,
createStandardRecipes,vanilla,whiteSandstone/0,lotr:white_sandstone,present,
createStandardRecipes,vanilla,slabSingle10/6,lotr:white_sandstone_slab,present,
createStandardRecipes,vanilla,stairsWhiteSandstone,lotr:white_sandstone_stairs,present,
createStandardRecipes,vanilla,wall3/14,lotr:white_sandstone_wall,present,
createStandardRecipes,vanilla,slabSingleSand/2,lotr:white_sand_slab,present,
createStandardRecipes,?,,,manual,"helper: LOTRBlockTreasurePile.generateTreasureRecipes(LOTRMod.treasureCopper, LOTRMod.copper)"
createStandardRecipes,?,,,manual,"helper: LOTRBlockTreasurePile.generateTreasureRecipes(LOTRMod.treasureSilver, LOTRMod.silver)"
createStandardRecipes,?,,,manual,"helper: LOTRBlockTreasurePile.generateTreasureRecipes(LOTRMod.treasureGold, Items.gold_ingot)"
createStandardRecipes,vanilla,chestBasket,lotr:reed_basket,present,
createStandardRecipes,vanilla,dye/14,minecraft:orange_dye,present,
createStandardRecipes,vanilla,dye/2,lotr:bluebell_blue,present,
createStandardRecipes,vanilla,dye/14,minecraft:orange_dye,present,
createStandardRecipes,vanilla,dye/9,minecraft:pink_dye,present,
createStandardRecipes,vanilla,dye/0,lotr:yellow_dye,present,
createStandardRecipes,vanilla,dye/1,lotr:white_dye,present,
createStandardRecipes,vanilla,slabSingleV/4,,excluded,vanilla
createStandardRecipes,vanilla,stairsCobblestoneMossy,,excluded,vanilla
createStandardRecipes,vanilla,dye/5,minecraft:purple_dye,present,
createStandardRecipes,vanilla,spearStone,lotr:stone_spear,present,
createStandardRecipes,vanilla,marzipan,lotr:marchpane,present,
createStandardRecipes,vanilla,marzipanChocolate,lotr:chocolate_marchpane,present,
createStandardRecipes,vanilla,marzipanBlock,lotr:marchpane_block,present,
createStandardRecipes,vanilla,,,manual,no result: GameRegistry.addRecipe(new LOTRRecipePartyHatDye())
createStandardRecipes,vanilla,wallClayTile/0,lotr:clay_tile_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/0,lotr:clay_tile_dyed_white_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/1,lotr:clay_tile_dyed_orange_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/2,lotr:clay_tile_dyed_magenta_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/3,lotr:clay_tile_dyed_light_blue_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/4,lotr:clay_tile_dyed_yellow_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/5,lotr:clay_tile_dyed_lime_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/6,lotr:clay_tile_dyed_pink_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/7,lotr:clay_tile_dyed_gray_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/8,lotr:clay_tile_dyed_silver_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/9,lotr:clay_tile_dyed_cyan_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/10,lotr:clay_tile_dyed_purple_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/11,lotr:clay_tile_dyed_blue_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/12,lotr:clay_tile_dyed_brown_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/13,lotr:clay_tile_dyed_green_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/14,lotr:clay_tile_dyed_red_wall,present,
createStandardRecipes,vanilla,wallClayTileDyed/15,lotr:clay_tile_dyed_black_wall,present,
createStandardRecipes,vanilla,gobletGold,lotr:golden_goblet,present,
createStandardRecipes,vanilla,gobletSilver,lotr:silver_goblet,present,
createStandardRecipes,vanilla,gobletCopper,lotr:copper_goblet,present,
createStandardRecipes,vanilla,gobletWood,lotr:wooden_cup,present,
createStandardRecipes,vanilla,skullCup,lotr:skull_cup,present,
createStandardRecipes,vanilla,wineGlass,lotr:wine_glass,present,
createStandardRecipes,vanilla,waterskin,lotr:waterskin,present,
createStandardRecipes,vanilla,waterskin,lotr:waterskin,present,
createStandardRecipes,vanilla,waterskin,lotr:waterskin,present,
createStandardRecipes,vanilla,waterskin,lotr:waterskin,present,
createStandardRecipes,vanilla,aleHorn,lotr:ale_horn,present,
createStandardRecipes,vanilla,aleHornGold,lotr:golden_ale_horn,present,
createStandardRecipes,vanilla,oreGlowstone,lotr:glowstone_ore,present,
createStandardRecipes,vanilla,stonebrick/3,minecraft:chiseled_stone_bricks,excluded,vanilla recipe rule
createStandardRecipes,vanilla,birdCage/0,lotr:bronze_bird_cage,present,
createStandardRecipes,vanilla,birdCage/1,lotr:iron_bird_cage,present,
createStandardRecipes,vanilla,birdCage/2,lotr:silver_bird_cage,present,
createStandardRecipes,vanilla,birdCage/3,lotr:gold_bird_cage,present,
createStandardRecipes,vanilla,birdCageWood/0,lotr:wooden_bird_cage,present,
createStandardRecipes,vanilla,chisel,lotr:chisel,present,
