group,old_key,old_text
lotr.title,lotr.title.MULTI_southron,Southron
lotr.title,lotr.title.MULTI_farHarad,Far Harad
lotr.title,lotr.title.MULTI_farHaradrim,Far Haradrim
lotr.title,lotr.title.MULTI_silvanElf,Silvan Elf
lotr.title,lotr.title.MULTI_sindar,Sindar
lotr.title,lotr.title.MULTI_greyElf,Grey-elf
lotr.title,lotr.title.MULTI_noldor,Noldor
lotr.title,lotr.title.MULTI_avari,Avari
lotr.title,lotr.title.MULTI_sunlands,Sunlands
lotr.title,lotr.title.MULTI_swerting,Swerting
lotr.title,lotr.title.MULTI_sutherland,Sutherland
lotr.title,lotr.title.MULTI_rhudaur,Rhudaur
lotr.title,lotr.title.MULTI_wickedDwarf,Wicked Dwarf
lotr.title,lotr.title.HOBBIT_hobbit,Hobbit
lotr.title,lotr.title.HOBBIT_halfling,Halfling
lotr.title,lotr.title.HOBBIT_shire,The Shire
lotr.title,lotr.title.HOBBIT_hobbiton,Hobbiton
lotr.title,lotr.title.HOBBIT_buckland,Buckland
lotr.title,lotr.title.HOBBIT_tookland,Tookland
lotr.title,lotr.title.HOBBIT_bywater,Bywater
lotr.title,lotr.title.HOBBIT_longbottom,Longbottom
lotr.title,lotr.title.HOBBIT_michelDelving,Michel Delving
lotr.title,lotr.title.HOBBIT_northfarthing,Northfarthing
lotr.title,lotr.title.HOBBIT_westfarthing,Westfarthing
lotr.title,lotr.title.HOBBIT_southfarthing,Southfarthing
lotr.title,lotr.title.HOBBIT_eastfarthing,Eastfarthing
lotr.title,lotr.title.HOBBIT_mathomKeeper,Mathom Keeper
lotr.title,lotr.title.HOBBIT_burrahobbit,Burrahobbit
lotr.title,lotr.title.BREE_bree,Bree
lotr.title,lotr.title.BREE_staddle,Staddle
lotr.title,lotr.title.BREE_combe,Combe
lotr.title,lotr.title.BREE_archet,Archet
lotr.title,lotr.title.BREE_hobbit,Bree-hobbit
lotr.title,lotr.title.BREE_chetwood,Chetwood
lotr.title,lotr.title.RANGER_northDunedain,Northern Dúnedain
lotr.title,lotr.title.RANGER_arnor,Arnor
lotr.title,lotr.title.RANGER_annuminas,Annúminas
lotr.title,lotr.title.RANGER_fornost,Fornost
lotr.title,lotr.title.RANGER_arthedain,Arthedain
lotr.title,lotr.title.RANGER_cardolan,Cardolan
lotr.title,lotr.title.BLUE_MOUNTAINS_blueDwarf,Blue Dwarf
lotr.title,lotr.title.BLUE_MOUNTAINS_firebeard,Firebeard
lotr.title,lotr.title.BLUE_MOUNTAINS_broadbeam,Broadbeam
lotr.title,lotr.title.BLUE_MOUNTAINS_belegost,Belegost
lotr.title,lotr.title.BLUE_MOUNTAINS_nogrod,Nogrod
lotr.title,lotr.title.HIGH_ELF_highElf,High Elf
lotr.title,lotr.title.HIGH_ELF_mithlond,Mithlond
lotr.title,lotr.title.HIGH_ELF_eregion,Eregion
lotr.title,lotr.title.HIGH_ELF_forlindon,Forlindon
lotr.title,lotr.title.HIGH_ELF_harlindon,Harlindon
lotr.title,lotr.title.HIGH_ELF_imladris,Imladris
lotr.title,lotr.title.GUNDABAD_gundabadOrc,Gundabad Orc
lotr.title,lotr.title.GUNDABAD_moriaOrc,Moria Orc
lotr.title,lotr.title.GUNDABAD_goblinTown,Goblin-town
lotr.title,lotr.title.GUNDABAD_mountGundabad,Mount Gundabad
lotr.title,lotr.title.GUNDABAD_mountGram,Mount Gram
lotr.title,lotr.title.GUNDABAD_gundabadUruk,Gundabad Uruk
lotr.title,lotr.title.ANGMAR_angmarOrc,Angmar Orc
lotr.title,lotr.title.ANGMAR_troll,Troll
lotr.title,lotr.title.ANGMAR_carnDum,Carn Dûm
lotr.title,lotr.title.ANGMAR_hillman,Hillman
lotr.title,lotr.title.ANGMAR_rhudaur,Rhudaur
lotr.title,lotr.title.ANGMAR_ettenmoors,Ettenmoors
lotr.title,lotr.title.ANGMAR_coldfells,Coldfells
lotr.title,lotr.title.WOOD_ELF_woodElf,Wood-elf
lotr.title,lotr.title.DOL_GULDUR_dolGuldurOrc,Dol Guldur Orc
lotr.title,lotr.title.DOL_GULDUR_necromancer,Necromancer
lotr.title,lotr.title.DOL_GULDUR_sorcerer,Sorcerer
lotr.title,lotr.title.DOL_GULDUR_spiderRider,Spider Rider
lotr.title,lotr.title.DALE_northman,Northman
lotr.title,lotr.title.DALE_barding,Barding
lotr.title,lotr.title.DALE_esgaroth,Esgaroth
lotr.title,lotr.title.DWARF_greyDwarf,Grey Dwarf
lotr.title,lotr.title.DWARF_ironHills,Iron Hills
lotr.title,lotr.title.DWARF_erebor,Erebor
lotr.title,lotr.title.DWARF_khazadDum,Khazad-dûm
lotr.title,lotr.title.GALADHRIM_galadhrim,Galadhrim
lotr.title,lotr.title.GALADHRIM_carasGaladhon,Caras Galadhon
lotr.title,lotr.title.DUNLAND_dunlending,Dunlending
lotr.title,lotr.title.DUNLAND_wildman,Wildman
lotr.title,lotr.title.DUNLAND_barbarian,Barbarian
lotr.title,lotr.title.DUNLAND_adorn,Adorning
lotr.title,lotr.title.URUK_uruk,Uruk
lotr.title,lotr.title.URUK_urukHai,Uruk-hai
lotr.title,lotr.title.URUK_whiteHand,White Hand
lotr.title,lotr.title.FANGORN_ent,Ent
lotr.title,lotr.title.ROHAN_rohirrim,Rohirrim
lotr.title,lotr.title.ROHAN_eorlingas,Eorling
lotr.title,lotr.title.ROHAN_strawhead,Strawhead
lotr.title,lotr.title.ROHAN_edoras,Edoras
lotr.title,lotr.title.ROHAN_helmsDeep,Helm's Deep
lotr.title,lotr.title.ROHAN_grimslade,Grimslade
lotr.title,lotr.title.ROHAN_aldburg,Aldburg
lotr.title,lotr.title.ROHAN_westfold,Westfold
lotr.title,lotr.title.ROHAN_eastfold,Eastfold
lotr.title,lotr.title.ROHAN_westemnet,Westemnet
lotr.title,lotr.title.ROHAN_eastemnet,Eastemnet
lotr.title,lotr.title.ROHAN_wold,The Wold
lotr.title,lotr.title.ROHAN_shieldmaiden,Shieldmaiden
lotr.title,lotr.title.ROHAN_horselord,Horse-lord
lotr.title,lotr.title.GONDOR_gondorian,Gondorian
lotr.title,lotr.title.GONDOR_southDunedain,Southern Dúnedain
lotr.title,lotr.title.GONDOR_swanKnight,Swan Knight
lotr.title,lotr.title.GONDOR_ithilien,Ithilien
lotr.title,lotr.title.GONDOR_ithilienRanger,Ithilien Ranger
lotr.title,lotr.title.GONDOR_minasTirith,Minas Tirith
lotr.title,lotr.title.GONDOR_towerGuard,Tower Guard
lotr.title,lotr.title.GONDOR_osgiliath,Osgiliath
lotr.title,lotr.title.GONDOR_anorien,Anórien
lotr.title,lotr.title.GONDOR_imlothMelui,Imloth Melui
lotr.title,lotr.title.GONDOR_mornan,Mornan
lotr.title,lotr.title.GONDOR_anfalas,Anfalas
lotr.title,lotr.title.GONDOR_belfalas,Belfalas
lotr.title,lotr.title.GONDOR_linhir,Linhir
lotr.title,lotr.title.GONDOR_edhellond,Edhellond
lotr.title,lotr.title.GONDOR_tarnost,Tarnost
lotr.title,lotr.title.GONDOR_calembel,Calembel
lotr.title,lotr.title.GONDOR_ethring,Ethring
lotr.title,lotr.title.GONDOR_erech,Erech
lotr.title,lotr.title.GONDOR_ethirAnduin,Ethir Anduin
lotr.title,lotr.title.MORDOR_mordorOrc,Mordor Orc
lotr.title,lotr.title.MORDOR_blackUruk,Black Uruk
lotr.title,lotr.title.MORDOR_nurn,Nurn
lotr.title,lotr.title.MORDOR_baradDur,Barad-dûr
lotr.title,lotr.title.MORDOR_morannon,Morannon
lotr.title,lotr.title.MORDOR_minasMorgul,Minas Morgul
lotr.title,lotr.title.MORDOR_cirithUngol,Cirith Ungol
lotr.title,lotr.title.MORDOR_blackNumenorean,Black Númenórean
lotr.title,lotr.title.DORWINION_vintner,Vintner
lotr.title,lotr.title.DORWINION_dorwinrim,Dorwinman
lotr.title,lotr.title.DORWINION_dorwinionElf,Dorwinion Elf
lotr.title,lotr.title.DORWINION_bladorthin,Order of Bladorthin
lotr.title,lotr.title.DORWINION_wineTaster,Wine Taster
lotr.title,lotr.title.RHUN_rhunaer,Rhúnaer
lotr.title,lotr.title.RHUN_rhunaerim,Rhúnaerim
lotr.title,lotr.title.NEAR_HARAD_corsair,Corsair
lotr.title,lotr.title.NEAR_HARAD_ninzayan,Ninzâyan
lotr.title,lotr.title.NEAR_HARAD_belkadar,Bêlkadar
lotr.title,lotr.title.NEAR_HARAD_southronCoasts,Southron Coasts
lotr.title,lotr.title.NEAR_HARAD_azrazain,Azra-zâin
lotr.title,lotr.title.NEAR_HARAD_ain,Ain an-Ahâr
lotr.title,lotr.title.NEAR_HARAD_aj,Ajtiaz an-Ahâr
lotr.title,lotr.title.NEAR_HARAD_nomad,Nomad
lotr.title,lotr.title.NEAR_HARAD_khopazul,Khopazûl
lotr.title,lotr.title.NEAR_HARAD_khopakadar,Khôpakadar
lotr.title,lotr.title.NEAR_HARAD_yaphu,Yaphurushi
lotr.title,lotr.title.NEAR_HARAD_serpent,Serpent
lotr.title,lotr.title.NEAR_HARAD_gulfing,Gulfing
lotr.title,lotr.title.NEAR_HARAD_coastling,Coast Southron
lotr.title,lotr.title.MOREDAIN_lion,Lion
lotr.title,lotr.title.MOREDAIN_lioness,Lioness
lotr.title,lotr.title.HALF_TROLL_halfTroll,Half-troll
lotr.title,lotr.title.HALF_TROLL_pertorogwaith,Perdorogwaith
lotr.title,lotr.title.trollSlayer,Master Trollslayer
lotr.title,lotr.title.entSlayer,Master Entslayer
lotr.title,lotr.title.alcoholic,Alcoholic
lotr.title,lotr.title.explore50Biomes,Worldwalker
lotr.title,lotr.title.visitOcean,Mariner
lotr.title,lotr.title.enterMeneltarma,Atalantë
lotr.title,lotr.title.rideBarrel,Barrel-rider
lotr.title,lotr.title.fishRing,Birthday
lotr.title,lotr.title.wearFullGondolin,Gondolin
lotr.title,lotr.title.brewDrink,Homebrewer
lotr.title,lotr.title.drinkSkull,Sick Joker
lotr.title,lotr.title.zookeeper,Zookeeper
lotr.title,lotr.title.killEnt,Ent Slayer
lotr.title,lotr.title.saltedFlesh,Suspicious...
lotr.title,lotr.title.killBarrowWight,Wight Slayer
lotr.title,lotr.title.stealGrapes,Grape Stealer
lotr.title,lotr.title.gondorRenegade,Renegade
lotr.title,lotr.title.killGondorRenegade,Renegade Hunter
lotr.gui,lotr.gui.shields.title,Middle-earth Shields
lotr.gui,lotr.gui.shields.select,Select Shield
lotr.gui,lotr.gui.shields.remove,Remove Shield
lotr.gui,lotr.gui.shields.selected,Selected!
lotr.shields,lotr.shields.category.ALIGNMENT,Alignment Shields
lotr.shields,lotr.shields.category.ACHIEVABLE,Achievable Shields
lotr.shields,lotr.shields.category.EXCLUSIVE,Exclusive Shields
lotr.shields,lotr.shields.ALIGNMENT_BREE.name,Shield of the Hill
lotr.shields,lotr.shields.ALIGNMENT_BREE.desc,Awarded for reaching +1000 alignment with the folk of Bree-land
lotr.shields,lotr.shields.ALIGNMENT_RANGER.name,Shield of the Dúnedain
lotr.shields,lotr.shields.ALIGNMENT_RANGER.desc,Awarded for reaching +1000 alignment with the Dúnedain of the North
lotr.shields,lotr.shields.ALIGNMENT_BLUE_MOUNTAINS.name,Shield of Ered Luin
lotr.shields,lotr.shields.ALIGNMENT_BLUE_MOUNTAINS.desc,Awarded for reaching +1000 alignment with the Dwarves of the Blue Mountains
lotr.shields,lotr.shields.ALIGNMENT_HIGH_ELF.name,Shield of the Fair Realm
lotr.shields,lotr.shields.ALIGNMENT_HIGH_ELF.desc,Awarded for reaching +1000 alignment with the High Elves
lotr.shields,lotr.shields.ALIGNMENT_RIVENDELL.name,Shield of Imladris
lotr.shields,lotr.shields.ALIGNMENT_RIVENDELL.desc,Awarded for reaching +1000 alignment with the High Elves
lotr.shields,lotr.shields.ALIGNMENT_GUNDABAD.name,Shield of Filth
lotr.shields,lotr.shields.ALIGNMENT_GUNDABAD.desc,Awarded for reaching +1000 alignment with Gundabad
lotr.shields,lotr.shields.ALIGNMENT_ANGMAR.name,Shield of Ruin
lotr.shields,lotr.shields.ALIGNMENT_ANGMAR.desc,Awarded for reaching +1000 alignment with Angmar
lotr.shields,lotr.shields.ALIGNMENT_WOOD_ELF.name,Shield of the Greenwood
lotr.shields,lotr.shields.ALIGNMENT_WOOD_ELF.desc,Awarded for reaching +1000 alignment with the Wood-elves
lotr.shields,lotr.shields.ALIGNMENT_DOL_GULDUR.name,Shield of Dark Sorcery
lotr.shields,lotr.shields.ALIGNMENT_DOL_GULDUR.desc,Awarded for reaching +1000 alignment with Dol Guldur
lotr.shields,lotr.shields.ALIGNMENT_DALE.name,Shield of the North
lotr.shields,lotr.shields.ALIGNMENT_DALE.desc,Awarded for reaching +1000 alignment with Dale
lotr.shields,lotr.shields.ALIGNMENT_ESGAROTH.name,Shield of the Lake
lotr.shields,lotr.shields.ALIGNMENT_ESGAROTH.desc,Awarded for reaching +1000 alignment with Dale
lotr.shields,lotr.shields.ALIGNMENT_DWARF.name,Shield of Seven Stars
lotr.shields,lotr.shields.ALIGNMENT_DWARF.desc,Awarded for reaching +1000 alignment with Durin's Folk
lotr.shields,lotr.shields.ALIGNMENT_GALADHRIM.name,Shield of the Golden Wood
lotr.shields,lotr.shields.ALIGNMENT_GALADHRIM.desc,Awarded for reaching +1000 alignment with the Galadhrim
lotr.shields,lotr.shields.ALIGNMENT_DUNLAND.name,Shield of the Wolf
lotr.shields,lotr.shields.ALIGNMENT_DUNLAND.desc,Awarded for reaching +1000 alignment with the Dunlendings
lotr.shields,lotr.shields.ALIGNMENT_URUK_HAI.name,Shield of the White Hand
lotr.shields,lotr.shields.ALIGNMENT_URUK_HAI.desc,Awarded for reaching +1000 alignment with Isengard
lotr.shields,lotr.shields.ALIGNMENT_ROHAN.name,Shield of the Horse-lords
lotr.shields,lotr.shields.ALIGNMENT_ROHAN.desc,Awarded for reaching +1000 alignment with the Rohirrim
lotr.shields,lotr.shields.ALIGNMENT_GONDOR.name,Shield of the White Tree
lotr.shields,lotr.shields.ALIGNMENT_GONDOR.desc,Awarded for reaching +1000 alignment with Gondor
lotr.shields,lotr.shields.ALIGNMENT_DOL_AMROTH.name,Shield of the Swan
lotr.shields,lotr.shields.ALIGNMENT_DOL_AMROTH.desc,Awarded for reaching +1000 alignment with Gondor
lotr.shields,lotr.shields.ALIGNMENT_LOSSARNACH.name,Shield of the Flowers
lotr.shields,lotr.shields.ALIGNMENT_LOSSARNACH.desc,Awarded for reaching +1000 alignment with Gondor
lotr.shields,lotr.shields.ALIGNMENT_LEBENNIN.name,Shield of the Streams
lotr.shields,lotr.shields.ALIGNMENT_LEBENNIN.desc,Awarded for reaching +1000 alignment with Gondor
lotr.shields,lotr.shields.ALIGNMENT_PELARGIR.name,Shield of the Havens
lotr.shields,lotr.shields.ALIGNMENT_PELARGIR.desc,Awarded for reaching +1000 alignment with Gondor
lotr.shields,lotr.shields.ALIGNMENT_BLACKROOT_VALE.name,Shield of the Blackroot
lotr.shields,lotr.shields.ALIGNMENT_BLACKROOT_VALE.desc,Awarded for reaching +1000 alignment with Gondor
lotr.shields,lotr.shields.ALIGNMENT_PINNATH_GELIN.name,Shield of the Hills
lotr.shields,lotr.shields.ALIGNMENT_PINNATH_GELIN.desc,Awarded for reaching +1000 alignment with Gondor
lotr.shields,lotr.shields.ALIGNMENT_LAMEDON.name,Shield of the Vales
lotr.shields,lotr.shields.ALIGNMENT_LAMEDON.desc,Awarded for reaching +1000 alignment with Gondor
lotr.shields,lotr.shields.ALIGNMENT_MORDOR.name,Shield of Shadows
lotr.shields,lotr.shields.ALIGNMENT_MORDOR.desc,Awarded for reaching +1000 alignment with Mordor
lotr.shields,lotr.shields.ALIGNMENT_MINAS_MORGUL.name,Shield of Morgul
lotr.shields,lotr.shields.ALIGNMENT_MINAS_MORGUL.desc,Awarded for reaching +1000 alignment with Mordor
lotr.shields,lotr.shields.ALIGNMENT_BLACK_URUK.name,Shield of the Dark Elite
lotr.shields,lotr.shields.ALIGNMENT_BLACK_URUK.desc,Awarded for reaching +1000 alignment with Mordor
lotr.shields,lotr.shields.ALIGNMENT_DORWINION.name,Shield of the Vintner Court
lotr.shields,lotr.shields.ALIGNMENT_DORWINION.desc,Awarded for reaching +1000 alignment with Dorwinion
lotr.shields,lotr.shields.ALIGNMENT_DORWINION_ELF.name,Shield of Bladorthin
lotr.shields,lotr.shields.ALIGNMENT_DORWINION_ELF.desc,Awarded for reaching +1000 alignment with Dorwinion
lotr.shields,lotr.shields.ALIGNMENT_RHUN.name,Shield of Rhûn
lotr.shields,lotr.shields.ALIGNMENT_RHUN.desc,Awarded for reaching +1000 alignment with Rhúdel
lotr.shields,lotr.shields.ALIGNMENT_HARNEDOR.name,Shield of the Harnen
lotr.shields,lotr.shields.ALIGNMENT_HARNEDOR.desc,Awarded for reaching +1000 alignment with the Near Haradrim
lotr.shields,lotr.shields.ALIGNMENT_NEAR_HARAD.name,Shield of the Serpent
lotr.shields,lotr.shields.ALIGNMENT_NEAR_HARAD.desc,Awarded for reaching +1000 alignment with the Near Haradrim
lotr.shields,lotr.shields.ALIGNMENT_UMBAR.name,Shield of Umbar
lotr.shields,lotr.shields.ALIGNMENT_UMBAR.desc,Awarded for reaching +1000 alignment with the Near Haradrim
lotr.shields,lotr.shields.ALIGNMENT_CORSAIR.name,Shield of the Corsairs
lotr.shields,lotr.shields.ALIGNMENT_CORSAIR.desc,Awarded for reaching +1000 alignment with the Near Haradrim
lotr.shields,lotr.shields.ALIGNMENT_GULF.name,Shield of Khopazûl
lotr.shields,lotr.shields.ALIGNMENT_GULF.desc,Awarded for reaching +1000 alignment with the Near Haradrim
lotr.shields,lotr.shields.ALIGNMENT_MOREDAIN.name,Shield of the Sunlands
lotr.shields,lotr.shields.ALIGNMENT_MOREDAIN.desc,Awarded for reaching +1000 alignment with the Morwaith
lotr.shields,lotr.shields.ALIGNMENT_TAUREDAIN.name,Shield of the Jungle
lotr.shields,lotr.shields.ALIGNMENT_TAUREDAIN.desc,Awarded for reaching +1000 alignment with the Taurethrim
lotr.shields,lotr.shields.ALIGNMENT_HALF_TROLL.name,Shield of Desolation
lotr.shields,lotr.shields.ALIGNMENT_HALF_TROLL.desc,Awarded for reaching +1000 alignment with the Half-trolls
lotr.shields,lotr.shields.ACHIEVEMENT_BRONZE.name,Bronze Adventurer's Shield
lotr.shields,lotr.shields.ACHIEVEMENT_BRONZE.desc,Awarded for earning 25 achievements in Middle-earth
lotr.shields,lotr.shields.ACHIEVEMENT_SILVER.name,Silver Adventurer's Shield
lotr.shields,lotr.shields.ACHIEVEMENT_SILVER.desc,Awarded for earning 50 achievements in Middle-earth
lotr.shields,lotr.shields.ACHIEVEMENT_GOLD.name,Golden Adventurer's Shield
lotr.shields,lotr.shields.ACHIEVEMENT_GOLD.desc,Awarded for earning 100 achievements in Middle-earth
lotr.shields,lotr.shields.ACHIEVEMENT_MITHRIL.name,Mithril Adventurer's Shield
lotr.shields,lotr.shields.ACHIEVEMENT_MITHRIL.desc,Awarded for earning 200 achievements in Middle-earth
lotr.shields,lotr.shields.ALCOHOLIC.name,Alcoholic's Shield
lotr.shields,lotr.shields.ALCOHOLIC.desc,Awarded for enjoying a copious amount of alcoholic beverages
lotr.shields,lotr.shields.DEFEAT_MTC.name,Trollslayer's Shield
lotr.shields,lotr.shields.DEFEAT_MTC.desc,Awarded for defeating the Hill-troll Chieftain
lotr.shields,lotr.shields.DEFEAT_MALLORN_ENT.name,Entslayer's Shield
lotr.shields,lotr.shields.DEFEAT_MALLORN_ENT.desc,Awarded for defeating the Mallorn Ent
lotr.shields,lotr.shields.ELVEN_CONTEST.name,Elven Contest Shield
lotr.shields,lotr.shields.ELVEN_CONTEST.desc,Awarded as a prize in Building Contest #1 (Elven)
lotr.shields,lotr.shields.EVIL_CONTEST.name,Evil Contest Shield
lotr.shields,lotr.shields.EVIL_CONTEST.desc,Awarded as a prize in Building Contest #2 (Evil)
lotr.shields,lotr.shields.SHIRE_CONTEST.name,Shire Contest Shield
lotr.shields,lotr.shields.SHIRE_CONTEST.desc,Awarded as a prize in Building Contest #3 (Shire)
lotr.shields,lotr.shields.GONDOR_CONTEST.name,Gondor Contest Shield
lotr.shields,lotr.shields.GONDOR_CONTEST.desc,Awarded as a prize in Building Contest #4 (Gondor)
lotr.shields,lotr.shields.HARAD_CONTEST.name,Harad Contest Shield
lotr.shields,lotr.shields.HARAD_CONTEST.desc,Awarded as a prize in Building Contest #5 (Harad)
lotr.shields,lotr.shields.RHUN_CONTEST.name,Easterling Contest Shield
lotr.shields,lotr.shields.RHUN_CONTEST.desc,Awarded as a prize in Building Contest #6 (Easterling)
lotr.shields,lotr.shields.STRUCTURE_CONTEST.name,Architect's Shield
lotr.shields,lotr.shields.STRUCTURE_CONTEST.desc,Awarded for having your build implemented into the mod in Structure Contest #1
lotr.shields,lotr.shields.RENEWED_CONTEST.name,Renewed Contest Shield
lotr.shields,lotr.shields.RENEWED_CONTEST.desc,Awarded as a prize in the Renewed Building Contest
lotr.shields,lotr.shields.MOD.name,Modder's Shield
lotr.shields,lotr.shields.MOD.desc,Worn by the mod team
lotr.shields,lotr.shields.GRUK.name,Vodka Shield
lotr.shields,lotr.shields.GRUK.desc,Worn by Polish Nobles
lotr.shields,lotr.shields.BOYD.name,Shield of House Catsman
lotr.shields,lotr.shields.BOYD.desc,Worn by Dutch Nobles
lotr.shields,lotr.shields.ELECTRICIAN.name,Electrician's Shield
lotr.shields,lotr.shields.ELECTRICIAN.desc,Worn by Mr. Gibbs
lotr.shields,lotr.shields.OGRE.name,Ogre Shield
lotr.shields,lotr.shields.OGRE.desc,Awarded for making a magical discovery
